Name;Run;Objective;
Evo3;1;1497
Evo1;1;1600
Evo2;1;1604
Evo3;2;1550
Evo2;2;1553
Evo1;2;1521
Evo3;3;1794
Evo2;3;1750
Evo1;3;1721
Evo3;4;1575
Evo2;4;1607
Evo1;4;1555
Evo2;5;1524
Evo3;5;1486
Evo1;5;1421
OptimumEstimation;1;2442,7500000000005
OptimumEstimation;2;2822,857142857143
OptimumEstimation;3;2906,8
OptimumEstimation;4;2867,166666666667
OptimumEstimation;5;3197,5833333333335
